梅,兰,竹,菊
0.6993684466733674,0.07152802928575885,0.6440881821009624,0.4388317263414384
0.33061426443800324,0.8879950123066085,0.7453983625867578,0.19731273070015187
0.582307300982367,0.16763820592228995,0.3340912524197832,0.24340271700752636
0.6233741113983443,0.5415208933626877,0.8969057290562005,0.9033970534130218
0.14414382090246436,0.44139867279430434,0.6116894436977233,0.5793692083333336
0.08019798852264959,0.2804488411687748,0.1401685266189917,0.4361762904648451
0.7248618842065949,0.4160667452061805,0.7354168499479276,0.34310421993231244
0.6780695396313623,0.26497643781500313,0.8243445889822657,0.02743615959109391
0.7864150711090027,0.18160237648487432,0.2480790349943065,0.8225349526285388
0.5833303555939162,0.7838363444841715,0.926325819338264,0.4620209680697084
0.8335857733571777,0.99833863659663,0.2887858290954398,0.7090122755649518
0.8370108274806645,0.06844949120440647,0.07959782302315255,0.6952708833148247
0.8846513782148588,0.3130073853342573,0.41369152735610126,0.5374803977324013
0.6890259301011393,0.6555118676107232,0.7994354284488865,0.22261008055500286
0.7793190028463167,0.5781679020110218,0.963064532889726,0.984114864388491
0.7075380460649892,0.40844321595604904,0.5610769453505802,0.6250857889167828
0.11724126431250803,0.32576177151026664,0.2365191657032818,0.5530625246827194
0.7848359788820932,0.009545484363946866,0.4895856882604743,0.8239347182060732
0.9715056079121668,0.2597368399169657,0.534650815591888,0.6487131898286986
0.8044996341133244,0.6335259860771918,0.25846469693312013,0.09117097496067417
0.10055327747704057,0.47464828626214506,0.8656093136215488,0.9569340040126454
0.3714822391403365,0.47650886943512716,0.559531782579926,0.7998345982970012
0.026041608529603466,0.9140445835638673,0.953210688611151,0.2719489685779375
0.8510229671396293,0.1984195592626199,0.10975811968011284,0.672154873609213
0.6767863566792199,0.1641578478457989,0.5103514746104778,0.06007788903139211
0.6704514677493375,0.8547481345748204,0.8831036571662488,0.3251391641963911
0.2937384359884436,0.31011701773307854,0.8980429838361544,0.16758513138470776
0.5494627383281647,0.3283968782361595,0.9948793258027006,0.5443541625665419
0.36146236372301366,0.8710039129389213,0.7334844969828814,0.7703854207149564
0.2850775451607872,0.20437829028183063,0.55357823475715,0.6007846664054384
0.9793786876828888,0.14804875584958743,0.5744876405108397,0.9540341614869615
0.6219718659317199,0.9129496539533315,0.505430166184298,0.8123048432609572
0.6916187946895702,0.7439908762355142,0.1346120243251292,0.5721443075878888
0.09968187616389257,0.8312627669992512,0.8062330904584674,0.0019210316107252101
0.5072526924612324,0.7590380336844795,0.49047305422021914,0.3808815637391165
0.007077643618468188,0.528563296533702,0.23589406617192887,0.7683119593188344
0.9836924957678276,0.2014030977739678,0.5470796624815183,0.0065706601333663794
0.6488673932617193,0.09503280074012022,0.594711989231824,0.3150864609061106
0.6720245419972248,0.8611984605454631,0.27846744031560744,0.1698894265355727
0.5710026551723529,0.9648693201736047,0.9645164999635658,0.2622105684856032
0.4866327547031969,0.42643743788549726,0.5960709789240768,0.2428340403295457
0.1185080079978229,0.28544765059754107,0.36885324865630653,0.18905487226376505
0.6945712809841448,0.14926443572674097,0.9289539843517793,0.7515270753039412
0.435353800343073,0.40248940852087856,0.01824626117279493,0.12125059162113683
0.6793689741512506,0.9320279388069649,0.12410436882636366,0.38098202553062854
0.2678111907138745,0.7605579970955486,0.07473171653848276,0.5072373289010963
0.5015152006773206,0.9552080920904357,0.17218019056941103,0.9523409928835365
0.1420502980425279,0.48552413735850075,0.15733534334708388,0.8620681603215747
0.498060140903827,0.9944259324566481,0.4905093681241063,0.23151162372620804
0.7600512152409795,0.6984738679565564,0.8638198606836381,0.05243842343991256
0.09330785849879775,0.8540633882036994,0.7436003978264963,0.008356864897581473
0.7662861879581878,0.07704881613399073,0.3346640094163065,0.928034491166664
0.7163226159645165,0.6547951953190376,0.8828294297515931,0.6129672914329712
0.15747806813052279,0.22552618396198731,0.5190977947974879,0.8390947595745263
0.5898962391982886,0.21520367782346417,0.13287803902865492,0.40142943502589246
0.6154145123683998,0.20839867195294748,0.9716787042760576,0.9658187128613487
0.9897413657733874,0.383916632363105,0.43525794450793365,0.5617361676470392
0.2927347363406664,0.10529031598321037,0.45263861988209975,0.20448049701801718
0.649730437121824,0.7370757783432604,0.12916255844013091,0.5068757566800776
0.2113467117758333,0.11457820356894877,0.7976697691889106,0.5541510865075361
0.35445851094770753,0.022767268062056534,0.33400882160556944,0.2583870152648984
0.6530055089425768,0.48969331961110685,0.30502006149317595,0.38999537921440297
0.42028449011286184,0.9301040605378197,0.0013715788813439822,0.8014781362148035
0.3731182167865862,0.6567655869668828,0.3819603955119809,0.612577262083825
0.8713884460108788,0.26767393911906323,0.8802813444387294,0.826535111414347
0.9737168015971079,0.8408854225773653,0.9284766599052885,0.2525239580017006
0.03589098773055788,0.6496395074889523,0.8501336749265805,0.5936974330486369
0.589863669525973,0.003775722247037261,0.1768228476030711,0.5142536357589986
0.5683746831243596,0.9355717846886276,0.16559881526466047,0.3598884390617372
0.12171397101731418,0.7136996071245316,0.9794853610431721,0.7138428347924763
0.10567657785305395,0.5017932980654158,0.6559529176515558,0.0696480288555762
0.08174928434937034,0.9417736819830856,0.6069989821997406,0.9149213646533597
0.20867951259468054,0.4359835790119594,0.9185182911434313,0.7645195852719997
0.5668007074349831,0.2538595660428523,0.5631587510720313,0.3742367936159062
0.6156266968874737,0.026900769941181735,0.17334872594795792,0.8678724190378347
0.423166941513471,0.35886168555884657,0.6384568864451238,0.8837757139203832
0.6090747122732032,0.20179007334363552,0.0911854446819853,0.3784761312410394
0.25256837879266825,0.41006940131262903,0.6770311360966969,0.6157271104234525
0.7275424185077212,0.5951478831126512,0.10560512758053897,0.07581616296880145
0.2659271025775847,0.6743995359617648,0.34752527200909444,0.46469296391816217
0.08146717299216655,0.6933293782833083,0.8979475678694746,0.25709991338910343
0.46729045096881516,0.43796588575779594,0.5862648096660611,0.5459682613707487
0.7249113237629943,0.10462931376509665,0.8884165402365906,0.5485818589529587
0.5448700548278355,0.1274679585616757,0.19583485114074406,0.6291632813252527
0.20791377532133515,0.5946875541529488,0.5248296233856264,0.22059810256187617
0.926830532844009,0.6035809673280451,0.8543834488098995,0.0044344370687124934
0.24391098015703527,0.24471964269078084,0.7969946549811929,0.3460630217783466
0.13160787706857724,0.37632619865310146,0.7194107321539959,0.3758568493945338
0.6574827850728335,0.971581586111239,0.8096295701237223,0.4067214602405784
0.13811761253499044,0.036713817157085216,0.5062439467829447,0.6650738984299058
0.2722382691918912,0.11536186975752927,0.8837351887384931,0.9780327185233129
0.3481695741144246,0.4267392894062203,0.8435784473098004,0.7347900920356487
0.7700551016482964,0.0898608488442757,0.5837031254707719,0.24349859541543717
0.07352057719241178,0.9497006546679079,0.33367149982691013,0.5677355774737476
0.6578295349347114,0.9720404590347653,0.9770521664081591,0.2495580460061927
0.5557117219495444,0.12354923907835991,0.5340818458504119,0.6832950808428176
0.643874792345356,0.8757468177505666,0.6421486293822071,0.37488361975343
0.16183222131041552,0.08860208176840145,0.11749099147089481,0.6368967232122517
0.9214602999109933,0.8402659491964258,0.25849644109703596,0.8960806547317189
0.7538686140516855,0.16841264789989208,0.9799442996661698,0.32209268515782163
0.912303330804619,0.3434301217463387,0.47171300341656675,0.0005592394652975674
0.7426136276956428,0.7877821385375707,0.8417471013668814,0.8798101691866859
0.44512258916807035,0.31893765562830634,0.5494000162166982,0.8740652820095808
0.6836080898944699,0.5774484752924985,0.2712734062834202,0.2468004774085909
0.222293820174697,0.4981010895594077,0.379718583528153,0.9730398382569274
0.6733630398691967,0.6359575879182144,0.2377478437928796,0.4683697443169821
0.047300219348689554,0.7771480002059347,0.3486333857219843,0.11790310451724595
0.056612613563748915,0.33734334648436815,0.9999461195429911,0.3933791090533336
0.16040899692708455,0.34872699406098817,0.38307079091090745,0.2957100694646575
0.10649100485880125,0.4108242081609724,0.47667909423605914,0.518402540490449
0.49424389940151614,0.9567002846644432,0.7410400022696466,0.23273791760206897
0.7919417336410923,0.6988871340673022,0.7030723086315829,0.14679939634460837
0.5524736734833694,0.3148478613164484,0.13745390278019354,0.03040294486317452
0.9565330086315227,0.30858532303411546,0.9091179103116218,0.9743677478293208
0.08901054309042711,0.4915199131885992,0.9202239911697638,0.7941259546906457
0.28204499356126644,0.6359070974310476,0.04508604675364747,0.009696149957245326
0.47639970749348637,0.7776131880859439,0.49523877920489756,0.09034307638018613
0.2175720143408627,0.42691285347429486,0.027190952831765647,0.3780109445456663
0.0445594011476923,0.19372993923081183,0.7496746257931441,0.9418401828188154
0.9705940562744002,0.05430097538467904,0.9019712398578473,0.08989913062662813
0.7826143700751828,0.5574439061032798,0.34211283615536414,0.679691517364015
0.07457840612128175,0.12769747188324188,0.9011187461337937,0.12800642673010565
0.12906559571842968,0.31250202754279666,0.6137746921872271,0.6310985577653229
0.7163379948489814,0.07458813382265728,0.6430351707781575,0.9328544095612861
0.28834994915332723,0.05384571918804626,0.6415994517780615,0.7891062475000576
0.6785195382202646,0.6122378054510534,0.35145489513791317,0.6320289514006937
0.827667344550656,0.6512509494453885,0.44115594958549265,0.14141586903531878
0.21957834159901046,0.36973649765078564,0.4013812464662405,0.4721591927688429
0.6444589791957238,0.3427855750778329,0.8779974853535079,0.4916740300368282
0.8295464765381261,0.7464719046689752,0.9376928319559177,0.2402952341671083
0.5719822962977426,0.41006180917100676,0.4652966918848527,0.8157754643361965
0.5840393027143719,0.6776801285718894,0.29580259737571546,0.1703340630756428
0.6001667711481149,0.07938168312803917,0.3328619085379193,0.5618466072000545
0.10606677773942619,0.35768173472499565,0.13798614713779234,0.013820578059870248
0.31970697368942347,0.206192400420512,0.41974282747402103,0.3510817137895257
0.23401331003457337,0.881602145653291,0.875253237909223,0.7619740085185921
0.20225148846508156,0.23347015963804452,0.24813394398501232,0.31619624834505844
0.09681253478414953,0.6739194902862216,0.10662831730417566,0.20201365615707811
0.12869984532155876,0.8463666921735996,0.21840077332497143,0.33336718030707346
0.19328264450127774,0.8753275714331533,0.2632167195184867,0.4833868760714327
0.6187211547596073,0.25103819239035907,0.40476787538079373,0.9046119461637622
0.8819892689841405,0.8166491431519941,0.6624265838147007,0.2909533671776333
0.5841461474244579,0.687120583096149,0.22447913381096896,0.5621064723473733
0.37903983590565793,0.451878003959969,0.5695364532869414,0.9598890983898054
0.8774395111770978,0.41205071632209656,0.7699705189707775,0.31666476215149497
0.8840603670212069,0.8323955530740698,0.021863970852922132,0.05179716579274063
0.6091791405261059,0.46836108940771204,0.13235489125225985,0.13537215035044647
0.06007396706863222,0.5538817584349989,0.17613257935140503,0.6891626280293282
0.8797020212920704,0.6501258295476418,0.11894026041712025,0.2378160524632088
0.4545512377901241,0.5054452088761682,0.5365190297263356,0.2053110662037977
0.8211370967884246,0.028429117010444593,0.35554307957661735,0.16758215259746434
0.6352295814270079,0.6408130208705312,0.4602214117847149,0.6452293022807136
0.9778719371791292,0.8598756916769369,0.8946296823865346,0.9409658334962588
0.7495395502226986,0.9356252907035676,0.12002187202940118,0.9312428944731185
0.7952277851343978,0.472357503471473,0.49733784659555413,0.41662057665023067
0.43552878905528325,0.1351393122707305,0.35163792082626144,0.9935904998152201
0.8302892261343098,0.15177368813986192,0.9111066506054162,0.7916283232739143
0.6521509033595605,0.6281024564405613,0.6650776183996331,0.4044000262840227
0.4517244295283326,0.19867088453591075,0.15753467308033398,0.2635285647881843
0.3616852470138616,0.32426431910323295,0.3630602394778787,0.49991196595998844
0.6955348241103523,0.6793436480984633,0.5790911861146322,0.3570840933945155
0.7188822144060314,0.6475536288690675,0.2171570795813238,0.26861706708989297
0.9689141758754778,0.10745007757938796,0.19933920902764757,0.00229519440912207
0.5736757374470904,0.9393712381808762,0.15426162711658808,0.1697070515136735
0.933968545883991,0.503385769413082,0.92534527433263,0.5284100501147118
0.2414385558684874,0.61114381627881,0.7552120844975029,0.9384649178577598
0.69356120183091,0.12587502422231012,0.5246381149457245,0.790701564179399
0.33797521897430594,0.5486012397152945,0.6952027408871524,0.9337921410253585
0.08564324187987282,0.9793418317505425,0.15513500487909682,0.994563299781125
0.5486723144264292,0.1759388260566378,0.6582830330101814,0.48506459850460093
0.4454020138699625,0.14245728196142093,0.6079445993653186,0.656140714383733
0.9868350939487189,0.8931146770057597,0.8446149964380579,0.09451262934035165
0.8184056259303121,0.6087767731291109,0.9753065892654567,0.8729925314612049
0.348635883581205,0.05076194443642679,0.7458994736533915,0.12151648097867274
0.5402685077089825,0.3309415491131915,0.8668479170849495,0.38607056274898244
0.39560929587566507,0.20046976122309723,0.7651100792104772,0.347580297056002
0.495068116417545,0.9009969893185462,0.17051875738265387,0.6362837642680009
0.3053334122323933,0.1574430609244717,0.11189298289362004,0.9102978833803089
0.6289830777125289,0.7417681564950525,0.2692304363507124,0.884520729860808
